,tag_category,tag_value,keywords
10107,微观场合,学习环境,"图书馆,自习,学习打卡,上了一天课,自习室,图书馆,宿舍,下午的大课,办公,最后一个暑假,教室里,周末补课,最后一节课,信息检索课,教室,看书,背单词,女大学生在校减肥,读研日常,教室,今日的课程结束,但走出的时候,下课,大杂烩,环艺,上课,年后集训,学生,早餐,考计算机,Excel,临时抱佛脚,每天背单词,办公桌"
10108,微观场合,学习生活,"上课,舞蹈课,弹唱,毕业倒计时,论文查重"
10109,微观场合,学习空间,"自习桌椅,私人空间,YellowCC插画课程,procreate绘画,自习室"
10110,微观场合,学习计划,"今天的学习任务,阅读视频,听力练习,15天资料分析,明天上午没课,图水馆"
10111,微观场合,学习课程,"课程,最中饼寿司系列"
10112,微观场合,学习过程,"实训课,每日一手工,手工入门,学习方法,背单词,背书,创建公司构建厂房,高一,高中物理,高考,笔记,过程很辛苦"
10113,微观场合,学习过程/尝试,"手作面包课,泡碱水,包馅"
10114,微观场合,学习间隙,"午餐时间,休息时,休息时,出来拍的月亮,考试后,突然饿了,期间吃了三个橙子,在图书馆,刷题,工作学习,学累了"
10115,微观场合,学习餐,"肉酱面,午餐,上课期间"
10116,微观场合,学习驾驶,"练车, 科目二, 驾校学车"
10117,微观场合,学区,与德威国际学校仅一路之隔
10118,微观场合,学术交流,"科研事业,年轻人奋发图强,专家研究"
10119,微观场合,学术环境,"博士生日常,博士,e-mail,meet,课程,教学"
10120,微观场合,学校,"台灯使用,20-20-20,学习时,女大学生,女大学生,星期三,宿舍减肥,教室,下午考了个试,老师让16号之前不准回家"
10121,微观场合,学校内部或附近,宁波大学云创小镇
10122,微观场合,学校午餐,"吉大南校美食,学校周边,游泳后,吉大北门,西红柿炒鸡蛋拌饭,学校的凉拌苦菊"
10123,微观场合,学校午餐/小吃,"塔斯汀中国汉堡,#聊城大学美食#,学校里的差不多"
10124,微观场合,学校周边,"希望校内有,浙江中医药大学,温州茶山大学城,接娃下课,学生党,十二中跃进里4号109,石油大学,地址看定位"
10125,微观场合,学校周边小吃,曹记多宝枣糕健康路店
10126,微观场合,学校周边购物,"邮费优惠,本周,山姆新品"
10127,微观场合,学校外卖,黑龙江大学外卖
10128,微观场合,学校放学后,"学生去买,面对着长郡中学大门"
10129,微观场合,学校教育,"动手实操,课堂学习"
10130,微观场合,学校日常,"学习生活,住校生,上课期间,没课的那天"
10131,微观场合,学校日常生活,"下午茶,午饭"
10132,微观场合,学校日常饮食,"减肥,在校"
10133,微观场合,学校早晨,"学校这边,早晨"
10134,微观场合,学校早高峰,学校早上排队特别长
10135,微观场合,学校活动,"学校,机构办活动用,#国际学校#,儿子幼儿园,#幼儿园观察记录"
10136,微观场合,学校环境,"#大学生减肥#,在校减肥"
10137,微观场合,学校生活,"在学校,休息时,课多,在学校,看线上演唱会,中南财经政法大学,财大小吃街,在校减肥,#河南农业大学#,晚餐,一人食,网约车上车点,虎门站,午餐,学校超市,学校新开,学校的月饼,课多,开学,办公室里"
10138,微观场合,"学校生活, 医疗场景","卡子发烧,上体育课,陪卡子去医院"
10139,微观场合,"学校生活,快速准备","宿舍,速食"
10140,微观场合,学校生活/家庭共享,"回家,在学校"
10141,微观场合,学校社交,"radbouduniversity,蹭饭,聚会趴,奈梅亨"
10142,微观场合,学校食堂,"托班午餐分享,午餐,学二食堂,食堂,食堂叔叔阿姨们急着放假回家,二食堂"
10143,微观场合,学校食堂/外卖,"#天津商业大学干饭#,#天津商业大学外卖"
10144,微观场合,学校餐饮环境,"中：,晚：,学校食堂,早："
10145,微观场合,学校饮食,大学生在校日常
10146,微观场合,学生食堂,"小猫超市果冻橙,隆城的蛋黄焗娃娃菜盖浇饭"
10147,微观场合,宁静/私密,"无人打扰,静静看海"
10148,微观场合,宅家,"宿舍,追剧,追剧必备小零食,玩泥,给我一杯奶茶,看剧,闭眼冲,冬日小憩,一人食,一起追剧,休息时,每天都在吃,追剧零食,一人食,一人食,追剧,宿舍零食,追剧小零食"
10149,微观场合,"宅家,追剧","追剧小零食,一人食"
10150,微观场合,宅家/看电视,"小红书爆款零食,追剧"
10151,微观场合,宅家休息,"公园散步,沙发上看日剧"
10152,微观场合,宅家休闲,"追剧零食,办公室零食"
10153,微观场合,宅家休闲/追剧时光,宅家追韩剧
10154,微观场合,宅家娱乐,"点外卖,在家享受"
10155,微观场合,宅家或闲暇时光,"追剧时,解腻"
10156,微观场合,宅家看电视,"沙发上,追剧"
10157,微观场合,宅家观看,"追剧小零食,追剧小零食,追剧,零食,追剧必备,追剧,零食日常"
10158,微观场合,宅家追剧,"一人食,家里,追剧小零食,追剧,追剧必备,追剧必备小零食,追剧,我的追剧宝藏零食,追剧小零食,休息时,追剧小零食,我的追剧宝藏零食,追剧小零食,追剧小零食,一人食,零食,电视前,家,追剧,追剧小零食,我的追剧宝藏零食,休闲,追剧,追剧小零食,追剧零食,追剧,追剧必备小零食,在家,追剧小零食"
10159,微观场合,宅家零食,"夜宵,我也买来尝尝,春日樱花马卡龙,在家休息,看朋友们买的,鱼腐泡芙,开袋即食"
10160,微观场合,宅家饮食,不想出门
10161,微观场合,宅寝室,"在寝室躺尸,顺路去买了雪糕"
10162,微观场合,安静用餐,"很安静的吃饭,坐了一下午"
10163,微观场合,安静阅读,"看书,不会的句子结构或词汇翻译"
10164,微观场合,定制体验,"任选两种,小姐姐指导"
10165,微观场合,宜家购物后的韩餐享受,刚逛完宜家
10166,微观场合,实体店,"试营业,曹氏鸭脖店"
10167,微观场合,实体店体验,"免费试吃,进店,北京探店,打卡"
10168,微观场合,实体店消费,"奶茶,不能拉出口感上的差距"
10169,微观场合,实体店购物,"攒好,等我再攒攒"
10170,微观场合,实地考察,"生长情况,进山"
10171,微观场合,宠物主人不在家,上门服务
10172,微观场合,宠物主人与宠物互动,"宠物零食,给毛孩子"
10173,微观场合,宠物主人制作,"自制,宠物自制零食"
10174,微观场合,宠物主人日常,"我家宠物,我的萌宠,狗狗"
10175,微观场合,宠物主人烘焙分享,"我的烘焙日常,宠物烘焙,宠物烘焙培训,创业日常"
10176,微观场合,宠物争食,"引走小的,冻干抢不过小喷喷"
10177,微观场合,宠物互动,"搭桥,拍,日常和孩子玩,陪它玩,孩子们可以偶尔吃,河边约会,半夜刨沙沙,无辜的小眼神,偷吃抓包,下午茶区域,你不点头, 我不伸舌头,蛋分上后,逗逗我,呼噜两下子,猫咪吃播,搞笑狗狗,狗狗日常,被黛西舔了一口,金丝熊日常,关系变好,每次跑的飞快,亲密感增加,猫咪的迷惑行为"
10178,微观场合,宠物健康,"泌尿问题,喝水少"
10179,微观场合,宠物健康管理,"喂药,换粮,小胖墩的成长,改善便秘,狗狗"
10180,微观场合,宠物养护,"剪毛,绝育,洗澡,猫咪,仓鼠日常,仓鼠零食打包,仓鼠零食福袋,仓鼠磨牙饼,驱虫疫苗"
10181,微观场合,宠物制作,"60度 9小时,自制,步骤"
10182,微观场合,宠物友好餐厅,"宠物鲜食,宠物友好餐厅,宠物餐厅"
10183,微观场合,宠物口腔健康,"磨牙,清洁"
10184,微观场合,宠物喂养,"牛磺酸,Nac,啤酒酵母,猫饭,猫汤罐,吃罐罐,主食罐吃一半扔一半,自然光环针对软便"
10185,微观场合,宠物喂食,"宠物饮食,单独封装,每周体重记录,掰碎了复水,沉浸式配餐,宠物,添加到主粮里,打包视频,宠物小鹌鹑冻干,猫咪配餐,自制,仓鼠零食打包,养狗"
10186,微观场合,宠物外出,"安抚小玉米,外出流浪"
10187,微观场合,宠物庆祝活动,"宠物节日食品,宠物蛋糕"
10188,微观场合,宠物护理,"洗澡,做qs,会员充值享折扣,猫咪刷牙,洗澡,磨牙零食,记仇,掉牙,洗护8折,吃软食,狗狗磨牙,磨牙,猫草,狗狗牙龈,仓鼠零食打包,沉浸式打包,猫咪掉毛,缓解猫咪掉毛的问题,肠胃功能,缓解掉毛情况"
10189,微观场合,宠物日常,"表示也最爱吃,家里没有养甲虫"
10190,微观场合,宠物日常护理,"生病后的饮食调整,我的萌宠,自制"
10191,微观场合,宠物日常生活,"金丝熊日常,金丝熊吃播,日常,提高毛孩子的免疫力"
10192,微观场合,宠物派对,"狗狗,派对,小可爱们"
10193,微观场合,宠物生日派对,宠物派对
10194,微观场合,宠物用品购买,"仓鼠零食打包,金丝熊磨牙饼干"
10195,微观场合,宠物社交,"一起围观,带着一大波毛孩子的挚爱,聚餐,附近"
10196,微观场合,宠物社交活动,"让小毛孩们一起玩,宠物零食"
10197,微观场合,宠物节日分享,小鲜粮宠物月饼
10198,微观场合,宠物节日或庆祝,"#宠物月饼#,#宠食月饼#,#月饼礼盒#"
10199,微观场合,宠物购买/喂养,"金丝熊崽崽,零食分装福袋,金丝熊福袋"
10200,微观场合,宠物购买决策,"狗粮平价怎么选,码住,换狗粮"
10201,微观场合,宠物陪伴,"猫咪,猫咪冻干"
10202,微观场合,宠物零食制作,"1-5步,步骤📝"
10203,微观场合,宠物零食制作过程,研发中
10204,微观场合,宠物零食时刻,"吃完这包,每天都要"
10205,微观场合,宠物零食时间/个人休闲,"猫咪沉浸式吃播,非饭点,不太沉浸的生骨肉吃播"
10206,微观场合,宠物饮食,"狗狗配餐,第一餐,食材比例,各食材重量,一日三餐,沉浸式,宠物零食"
10207,微观场合,宠物饮食决策,"快九岁了,田园犬"
10208,微观场合,宠物饮食制作,"准备食材,蒸15分钟,厨房,吃饭香香身体棒棒"
10209,微观场合,宠物饮食时刻,"宠物吃播,肉肉盛宴,宠物配餐,猫咪沉浸式吃播,吃播,宠物配餐,沉浸式配餐"
10210,微观场合,宠物饮食计划,"掉毛季,狗狗配餐,沉浸式,今日食谱"
10211,微观场合,宠物饲养过程,"生日常,每日辅食"
10212,微观场合,客厅,"2.8米直排沙发,3.4✖4.1米"
10213,微观场合,客厅布置,"电视背景墙,沙发背景墙,懒人躺椅,阳台和客厅打通"
10214,微观场合,客厅或厨房,"居家,果盘,家用"
10215,微观场合,室内,"家中,办公室,家里,宿舍零食,追剧时,宿舍,女大学生宿舍,不用出门,小型的室内儿童乐园,关好了门窗,床上,追剧小零食,下雨,温暖的环境,躲在屋子里,保暖防护,极速降温,宿舍,办公室,家里,追剧时,宿舍,居家,金渐层,用猫砂,店里只有一层"
10216,微观场合,"室内, 即时","宿舍,工作餐"
10217,微观场合,室内，个人享用,"我,舍友"
10218,微观场合,"室内,娱乐",追剧零食
10219,微观场合,"室内,私人时间","追剧小零食,一人食"
10220,微观场合,"室内,观看电视或电影","追剧必备小零食,追剧小零食"
10221,微观场合,"室内,零食时刻","追剧,宿舍零食"
10222,微观场合,室内/个人,"宿舍,办公室"
10223,微观场合,室内/个人享受,"宿舍,追剧"
10224,微观场合,室内/个人收藏,"文玩女孩,居家"
10225,微观场合,室内/娱乐时,"追剧,闲暇时光"
10226,微观场合,室内/宅家,"办公室零食,室友说,我的追剧"
10227,微观场合,室内/居家,"办公室零食,一人食"
10228,微观场合,室内/拍照,"向日葵花海,花艺装置"
10229,微观场合,室内/睡前,"熬夜追剧,早起"
10230,微观场合,室内/私人空间,"办公室,休闲时光,追剧必备,北方室友说的"
10231,微观场合,室内/私密空间,"我的追剧宝藏零食,寝室,家,追剧,宿舍"
10232,微观场合,室内/闲暇,"茶系慢生活,一人食,宿舍"
10233,微观场合,室内享受/甜品时刻,"vlampo香蕉烧＋可丽饼,慢回弹"
10234,微观场合,室内休闲,"一口一片,追剧小零食,追剧时,冰箱里冻,追剧,宿舍,边追剧边吃,不用出门也能吃到寿喜锅,看够了吗,早八,喝茶,明天,家里,躺着,下午,室内"
10235,微观场合,"室内休闲, 工作间隙","追剧小零食,办公室零食"
10236,微观场合,室内分享,"宿舍,办公室"
10237,微观场合,室内办公或追剧,上班
10238,微观场合,室内外私人空间,"宿舍,办公室"
10239,微观场合,室内娱乐,"宿舍追剧,追剧时"
10240,微观场合,室内宅家,"追剧,馋了楼下的芝士烤冷面,懒得下楼,我的"
10241,微观场合,室内宠物店,"color pets,进门小姐姐会给你鞋套"
10242,微观场合,室内居家,"懒人,追剧时候"
10243,微观场合,室内庆祝,"下雪的圣诞节,家,室内"
10244,微观场合,室内座位布局,"桌间距,高脚凳,两张小桌子,两张大桌子"
10245,微观场合,室内拍摄,"洪崖洞打卡拍照,美女宝贝客片"
10246,微观场合,室内日常,"冬季穿搭,如果北方姐妹不想露腿"
10247,微观场合,室内活动,"甜品台,旱冰场,室内吃完再出去,电动可升降顶棚,后半夜裹粽子,前半夜喂蚊子"
10248,微观场合,室内派对/周岁庆祝,"气球布置,甜品桌布置,生日宴布置"
10249,微观场合,室内消费,"蓝白色的风格通透明亮,小浴缸"
10250,微观场合,室内消遣,"看剧时,零食,办公室,宿舍,追剧,办公室,追剧必备小零食,宿舍"
10251,微观场合,室内游园,"哈尼鹿梦幻王国,室内儿童乐园"
10252,微观场合,室内游戏/购物模拟,"买东西,小卖部"
10253,微观场合,室内烘焙,"直接做成三明治,烤,不太满意"
10254,微观场合,室内环境,"从一楼拍到了二楼,显达商务中心大堂,门口的酒柜"
10255,微观场合,室内生活,"收纳整理,宿舍,置物小车"
10256,微观场合,室内用餐,靠窗位置
10257,微观场合,室内的学习/休息,"晚自习,认真做了笔记"
10258,微观场合,室内的聚会/分享,"拿到的时候,小王一直在身边嘟囔"
10259,微观场合,室内私人空间,"宿舍,办公室"
10260,微观场合,室内种植,"绿植成长,小橙的花园日记"
10261,微观场合,室内约会/朋友聚会,高颜值下午茶
10262,微观场合,室内聚会,"拍照,落叶,椅子,帘子围起来,包房,公司团建甜品台,拍照,店内环境"
10263,微观场合,"室内聚会,晚餐","海鲜烧烤,晚上"
10264,微观场合,室内装饰,"新年的红色氛围,卧室一角,小音响"
10265,微观场合,室内装饰/摆设,"室内景观设计,微景观"
10266,微观场合,室内设计,"设计,海报"
10267,微观场合,室内追剧,"追剧,办公室"
10268,微观场合,室内闲暇,"看着剧,吹着空调"
10269,微观场合,室内雨天,"下了不小的雨,受台风影响"
10270,微观场合,室内餐厅,"走进去浓浓的日式氛围,屋里吹着空调"
10271,微观场合,室友情侣分享,宿舍零食
10272,微观场合,室友情境,"室友给,#PLOG#"
10273,微观场合,室友情谊,室友安利
10274,微观场合,室友间的对话,"舍友盯着我说,#试图挽回形象#"
10275,微观场合,宫廷日常/剧情场景,"蔬菜,凉菜,老鸭汤,炸春卷,肉丸子,松鼠桂鱼"
10276,微观场合,宫廷生活重现,坤宁宫用膳
10277,微观场合,宵夜,"泡了两包永和豆浆粉,九点多"
10278,微观场合,宵夜文化,"深夜,亚洲沙士"
10279,微观场合,宵夜聚会,宵夜吃什么
10280,微观场合,家,"全家都爱吃,一人食吃什么"
10281,微观场合,"家,个人护肤","家里,皮肤变透亮"
10282,微观场合,"家,办公室","今天的早餐,早八人早餐"
10283,微观场合,家/厨房,"微波炉叮,自己家里,具体做法,食材准备"
10284,微观场合,家/宿舍,学生党的新宠
10285,微观场合,家中,"家里的辅食日记,出门携带,早餐,#我的美食日记,家,晒衣服晒被子"
10286,微观场合,家中享用,"宅家,家庭,休息时,一人食,我的早餐打卡,煲汤"
10287,微观场合,"家中享用, 小面店","外面,小面店"
10288,微观场合,家中享用/办公室休息,"加热后,工作间隙"
10289,微观场合,家中制作,现做现发
10290,微观场合,家中小憩,"小小一个好携带,喝完,一顿,烤箱稍微加热,不脏手,中心切开,真的好爱碳水,中午来吃,呜呜呜,早上的吃,天气热了,冲,一人食吃什么"
10291,微观场合,家中快速准备,"来不及做早餐,在家"
10292,微观场合,家中打包,宝贝的打包
10293,微观场合,家中早餐,"家里,当早餐,面包,今天的早餐长这样,家,早晨"
10294,微观场合,家中烹饪,"上锅蒸,香梨"
10295,微观场合,家中的休闲时刻,"追剧小零食,办公室零食"
10296,微观场合,家中的保健,"健康食材,美容养颜"
10297,微观场合,家中的早午餐,"今天的早餐长这样,早餐不知道吃什么"
10298,微观场合,家中的饮食决策,"晚饭,午饭,暴食后遗症"
10299,微观场合,家中秋夜,"家中,吃得出来好材料,中秋快到了"
10300,微观场合,家中闲暇,"小零食,不饿"
10301,微观场合,家中食用,"吃到后面,家里"
10302,微观场合,家具展示与品尝,"肉干,新材料,现代家具,新产品"
10303,微观场合,"家内, 减脂期间","健康夜宵,减脂期"
10304,微观场合,家务与休闲,"摆摊准备,在家做饭"
10305,微观场合,家务与购物,"打扫卫生,做四级,抓娃娃,买零食,洗被罩被单"
10306,微观场合,家宴,"家庭聚餐,请不要盯着那些糕点看"
10307,微观场合,家宴/礼品赠送,"团购,礼盒"
10308,微观场合,家居,"洗手间,午后,蹦跶它都不掉,文具使用,冬季加绒,室内"
10309,微观场合,家居享受,"海淘中古绘本,山姆瑞士卷,富士山杯,桑普兔"
10310,微观场合,家居休闲,"早餐,阴天窝在家里,一人食"
10311,微观场合,家居使用,"一天3-5片,家里有主子"
10312,微观场合,家居分享,"创意筷子,#筷箸小院,下班回家,萌呆勺子,弟弟给我留的,我的日常Vlog,笔记灵感,日常分享,打包视频"
10313,微观场合,家居制作,"破壁机,喜欢的姐妹可以自己试试,睡前,自制,后面放了步骤图"
10314,微观场合,家居改造,"装修灵感库,窗帘"
10315,微观场合,家居整理,"小手术刀片,钢丝刷,翻腾"
10316,微观场合,家居烹饪,"厨房好物,破壁机豆浆模式,家用好物,搭配金枪鱼,烤箱"
10317,微观场合,家居环境,"小物,提升幸福感,家居"
10318,微观场合,家居生活,"内裤,餐厅,洗发精油,手拎袋,卸妆膏,染发膏,黑芝麻丸,润唇膏,抽纸,相机支架,阳台,岛台,洗衣液,唇泥,兔子门铃"
10319,微观场合,家居细节,"收纳盒,挂衣架,洗手液瓶,垃圾桶"
10320,微观场合,家居背景,"全屏壁纸,高清视频壁纸"
10321,微观场合,家居装扮,"宝妈,宁波宝妈,家庭"
10322,微观场合,家居装饰,"唯美地呈现,用作灯罩,Kitty手机壳,书桌"
10323,微观场合,家居装饰/邻里交流,"装修设计,别墅设计,装修打卡"
10324,微观场合,家居购物,"极简风格,全屋定制"
10325,微观场合,家居配送,"包送到,免费送到你家门口"
10326,微观场合,家常,"每天,直接用来拌白米饭,我家的,早餐打卡,早餐,冲,家庭,早餐,早餐,一人也不能将就,早餐,早餐,午餐,人人会,作为小料,便当,做法,在家,偷吃,加餐,姐妹,搭配,自制,老人小孩,懒人必备,一天一餐,古法高温蒸煮,手工剥壳,拌一拌就可以吃了,小红书爆款零食,免煮即食,早餐,今日份"
10327,微观场合,家常/健康零食,"无任何添加剂,现做现发"
10328,微观场合,家常/养生,"芡实,养胃零食,茯苓"
10329,微观场合,家常/办公室小憩,"快速食用,午餐肉,早餐"
10330,微观场合,家常便餐,凉拌豆皮
10331,微观场合,"家常做饭,午餐准备","我的一日三餐,宅家美食"
10332,微观场合,家常准备,早餐吃什么
10333,微观场合,家常制作,"自己做,沉浸式做饭,日常做饭,几步搞定,冰箱冷藏,现学现做,蓝莓,榛子黑巧克烘焙麦片,希腊酸奶,牛油果"
10334,微观场合,家常午餐,"沉浸式做便当,今日食谱"
10335,微观场合,家常或小吃,"一人食,吃到快乐"
10336,微观场合,家常早餐,"早餐,随手拿,包子,小零食,热燕麦碗,面包,早餐"
10337,微观场合,家常晚餐,"拌面,晚餐"
10338,微观场合,家常晚餐/聚会,"我的日常,日常生活里的快乐瞬间"
10339,微观场合,家常烹饪,"上锅十分钟,煮出来的小米粥,晚餐,简单料理,很春天的一道菜,炒豆皮,超级简单,凉拌豆皮,煮蛋,羊杂汤,羽衣甘蓝粉拌酸奶,八段锦,散步,鸡胸肉怎么做,厨房,水煮菜,空气炸锅,煎饼果子里面的脆饼,煮水壶,电饭煲,今日水果,做法,煮的过程,煮粥,下班回来想喝点,#一人食吃什么#,炒菜过程,煮豆浆,今日菜单,炖牛肉"
10340,微观场合,"家常烹饪,工作间隙","早餐,研究生日常"
10341,微观场合,家常聚餐,"买回家,烤肉拌饭,晚餐,1-2人食用,自提"
10342,微观场合,家常自制,"做法,空气炸锅,做法,厨房,厨房,料理杯,自己做,全喝完了"
10343,微观场合,家常餐,"早餐,午餐,晚餐,午餐,晚餐,早餐"
10344,微观场合,家常餐桌,"早餐,午餐,晚餐"
10345,微观场合,家常饮用,"冬天天天喝,自己每天喝"
10346,微观场合,家常饮食,"午餐,晚餐,早餐,回家,注意保暖"
10347,微观场合,家庭,"带出门,宅家,没来得及去胡麻,家中,家乐氏,一人食,热气腾腾的火锅,家中,出门,在家,一人食,家,家里,囤,饭搭子流感发烧到39.8度,再不分享就吃完了,自家阳台,家人的健康,饭后,早餐,家,保暖工作,在家做面食,早上泡一壶,一人食,今天的早餐,减肥中的姐妹,小狗之名,家中的V饮时刻,快艾特你的姐妹,家里,深夜偷吃,刷剧,在家,早早的起床,家,用心吃,家中,厕所,家居装饰,自己,给自己的安排,在家,明天再减肥,在家,浇花的大伯,一人食,路上,早上,早餐打卡,深夜偷吃,家中,宝妈参与,早八来两片当早餐,烤鸭减肥法,零食,家中,一人食,晚餐,午餐,今日份,一人食,早餐,聚会多选择,家里的老人小孩,家,饭后,很多吃过的姐妹都第二次,第三次又来下单了,一人食,周末,每日,大人小孩都爱吃,家里人,家,早餐,午餐,我每次都是囤五包在家里一次吃一包,晚餐,宝宝健康,家,别墅装修,遛娃,宝宝,家用电器,我的"
10348,微观场合,家庭 DIY 或者个人服用,"宝子代熬,小火慢熬"
10349,微观场合,"家庭, 办公室","办公室,减脂期"
10350,微观场合,"家庭,运动后","运动后,早上"
10351,微观场合,家庭/个人,"追剧,早餐打卡,宿舍党,减脂餐,一人一条,在家,早餐,外卖,今日打卡结束,宿舍,我的烘培日记,客厅沙发,学习打卡,恰一口年糕,配个牛奶,宿舍,平时,新人报道求关注,空气炸锅制作,咋吃都新鲜,补妆,吃完了再囤,宿舍零食,一个人吃完了一整块,自家烘焙,小学生,今日份,周末下午茶,居家,宅家,早餐,我自己挺爱吃的"
10352,微观场合,家庭/个人享受,"心灵治愈,安安静静,美食日常,早餐时间,我家宠物好可爱,在家吃,冬季休闲,美食日常,零食,好物推荐,回忆,追剧时,今日快乐今日发,但绝对不影响它好吃,我自己最喜欢吃的,我自己,追剧,姐妹们,我的"
10353,微观场合,家庭/个人享用,"追剧,居家,我要的是口碑,家,酥香+果香,独立包装,挖下去太满足,一斤多,春日低卡"
10354,微观场合,家庭/个人休息,"追剧,心情一般"
10355,微观场合,家庭/个人休闲,"拌嘴,办公室,孕妇休闲,泡水冷藏喝,追剧,牙口不好,追剧,健身前后,健身房,追剧,记录日常,薯条抽奖,我的追剧宝藏零食,家里,休闲零食,追剧"
10356,微观场合,家庭/个人保健,"我自己也安心,养月卑胃"
10357,微观场合,家庭/个人保养,"产后,备孕期间"
10358,微观场合,家庭/个人健康,"减脂期,早餐打卡,我的煲汤秘籍"
10359,微观场合,家庭/个人健康管理,"居家,早餐"
10360,微观场合,家庭/个人养宠,仓鼠日常
10361,微观场合,家庭/个人冲泡,"泡一壶好茶,冲泡技巧"
10362,微观场合,家庭/个人创作,"自己diy,看日落后的活动"
10363,微观场合,家庭/个人制作,"自制,一人食,自制神仙饮品"
10364,微观场合,家庭/个人厨房,"自制,一人食,今日三餐"
10365,微观场合,家庭/个人品味,"比……好吃,个人觉得"
10366,微观场合,家庭/个人品尝,"个人还是觉得,个人感觉"
10367,微观场合,家庭/个人娱乐,"追剧必备,我的追剧零食,追剧,追剧时"
10368,微观场合,家庭/个人护理,"吃薯片,多喝水,术后恢复,吃辣条,饭后,固定时间"
10369,微观场合,家庭/个人收纳,我的收纳分享
10370,微观场合,家庭/个人日常,"闺,在家,休假期间,在家坐等收件,就着小菜,早餐"
10371,微观场合,家庭/个人早餐,"早八起不来,每天早上,早餐吃什么"
10372,微观场合,"家庭/个人时间,工作间隙","休息时,办公室"
10373,微观场合,家庭/个人消费,"一杯奶茶钱,日常购物,自家草莓,日常所需,在你嘴里,泡面,加热5分钟就可以喝,赶紧囤货,回国携带,姐妹们推荐,我的日常,碎碎念,本减脂女孩,回家,一个人吃,小狗马克杯,上次吃了,这次去没有了"
10374,微观场合,家庭/个人消遣,"一人食,追剧,冰箱冷藏,家里,上学"
10375,微观场合,家庭/个人烹饪,"第一次做黄瓜炒鸡胸肉,一人食,早餐,晚餐"
10376,微观场合,家庭/个人物品运输,"宠物用品,行李箱,服饰包包,大型家具家电"
10377,微观场合,家庭/个人生活,"回家时间,公示期,家"
10378,微观场合,家庭/个人用餐,"轻食,一人食,减肥餐,三四个菜,午餐,晚餐,配上黑米饭,一人食吃什么"
10379,微观场合,家庭/个人自制,"隔夜燕麦,自己制作"
10380,微观场合,家庭/个人茶歇,"自制饮品,慢慢喝"
10381,微观场合,家庭/个人观看,追剧时
10382,微观场合,家庭/个人购买,"一斤装,100g袋子"
10383,微观场合,家庭/个人采购,买之前试吃
10384,微观场合,家庭/个人零食,"零食,宿舍零食,办公室零食"
10385,微观场合,家庭/个人零食时间,"追剧,减脂期宝子"
10386,微观场合,家庭/个人食用,"直接就能在树上吊干,挑选过程,拍一单试试"
10387,微观场合,家庭/个人餐饮,"南风窗欧包,肉松,早餐,随意吃东西,夜宵,银耳羹"
10388,微观场合,家庭/个人饮用,加热水冲放冰块
10389,微观场合,家庭/个人饮食,"实惠,咱家,炒菜,拌在一起,醋泡黑豆,零食推荐,午,早,饭后加餐,下午加餐,晚"
10390,微观场合,家庭/个人饮食计划,"高粱饭,早餐,午餐"
10391,微观场合,家庭/亲友/公司,"领导,员工福利,送父母,家人,亲戚,朋友,私人定制,公司定zhi"
10392,微观场合,家庭/休闲,"减脂期,自制饮品,DIY,配着月饼"
10393,微观场合,家庭/共享空间,"4楼无电梯,1客厅,主卧,1厨房,小阳台,1卫生间"
10394,微观场合,家庭/办公,"办公室里吃,带在包包里外出"
10395,微观场合,家庭/办公室,"办公室,看剧时候,追剧解馋小零食,零食"
10396,微观场合,家庭/办公室快速养生,"一人食,3分钟,赖床"
10397,微观场合,家庭/友情,"退休后,大家分享,帮闺蜜"
10398,微观场合,家庭/同伴互动,"他没有平台期,队友瘦了18斤"
10399,微观场合,家庭/宿舍,"大学生活,快递拆箱,拆箱,宿舍,客厅沙发"
10400,微观场合,"家庭/宿舍,工作","宿舍,办公室"
10401,微观场合,家庭/小型聚会,两三个吃了
10402,微观场合,家庭/情侣野餐,"带野餐垫野餐,亲子的好去处"
10403,微观场合,家庭/朋友互动,"日常生活,斗嘴,互慰互损"
10404,微观场合,家庭/朋友分享,推荐给了身边的人
10405,微观场合,家庭/朋友聚会,"打麻将,和朋友,搓麻,晚上步行,和朋友一起,拍照,让自己‘桂’气满满,野餐,群殴泼水,朋友聚餐,亭子收费120,我和我的好朋友,遛狗野餐,喝了这杯热奶茶,孩子嬉戏,想作为伴手礼送家人朋友,不怕没东西选择,冬天的围炉煮茶,朋友闲聊,放风筝的伙伴,打包了,我们三个人,创造属于自己的小世界,和好朋友们一起,和小伙伴们"
10406,微观场合,家庭/朋友聚餐,"周末,庆祝一波,下午茶,朋友建议来吃,大家围在一起聊天,三人餐,一边看电影一边品尝,吃火锅,四人餐"
10407,微观场合,家庭/朋友郊游,"采摘,溯溪钓鱼,搬螃蟹"
10408,微观场合,家庭/社交,"楼梯间偷偷享用辣条,三个人围坐在楼梯上"
10409,微观场合,家庭/社区庆祝,"您,一起"
10410,微观场合,家庭/自我管理,"做家务,快乐减肥"
10411,微观场合,家庭/起居,"家门口开了家健身房,今早吃的妈妈茶"
10412,微观场合,家庭/餐厅,"凉拌莴笋丝,炒菜"
